"Index URL



",Document URL,Document date,Document title,Document type,Document Keywords,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f285700/285760.pdf,8/3/2012,"[Proposed] Final Judgment as to Defendants Hachette, Harpercollins, and Simon & Schuster",Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f285700/285764.pdf,8/3/2012,Plaintiff United States of America's Notice of Motion for Entry of Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f285300/285315.pdf,7/23/2012,Response of Plaintiff United States to Public Comments of the Proposed Final Judgment,Responses to Public Comments,antitrust,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f284200/284220.pdf,6/11/2012,Tunney Act Comments Electronic Posting ,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f282100/282143.pdf,4/11/2012,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f282100/282141.pdf,4/11/2012,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f282100/282139.pdf,4/11/2012,Stipulation,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f282100/282137.pdf,4/11/2012,Plaintiff United States' Explanation of Consent Decree Procedures,Explanation of Consent Decree Procedures,antitrust,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f288100/288161.pdf,10/15/2012,United States' Letter Regarding Illinois Brick,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f287000/287063.pdf,9/14/2012,Order Denying Apple's Motion to Compel ,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f287000/287065.pdf,9/14/2012,United States' Letter in Opposition to Apple's Discovery Request,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f285000/285031.pdf,7/6/2012,"Joint Initial Report-Revised July 6, 2012 ",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f283300/283389.pdf,5/9/2012,Stipulated Protective Order ,"Protective Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/applebooks.html,http://www.justice.gov/atr/cases/f282100/282135.pdf,4/11/2012,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/applet0.htm,http://www.justice.gov/atr/cases/f0600/0606.htm,12/13/1995,Indictment,Indictments,antitrust,,
http://www.justice.gov/atr/cases/archer0.htm,http://www.justice.gov/atr/cases/f0900/0965.htm,10/15/1996,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/indx358.htm,http://www.justice.gov/atr/cases/f251900/251996.pdf,7/22/2003,U.S. District Court Memorandum Opinion,Court Opinions,antitrust,,
http://www.justice.gov/atr/cases/indx358.htm,http://www.justice.gov/atr/cases/f201100/201188.htm,7/22/2003,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx358.htm,http://www.justice.gov/atr/cases/f200900/200963.htm,4/23/2003,Motion By The United States For Entry Of Final Judgment,Briefs - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx358.htm,http://www.justice.gov/atr/cases/f200900/200964.htm,4/23/2003,Memorandum Of Points And Authorities In Support Of Motion For Entry Of Final Judgment,Briefs - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx358.htm,http://www.justice.gov/atr/cases/f200900/200905.htm,4/1/2003,Response of the United States to Public Comments on the Proposed Final Judgment,Responses to Public Comments,antitrust,,
http://www.justice.gov/atr/cases/indx358.htm,http://www.justice.gov/atr/cases/f11900/11901.htm,9/13/2002,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/indx358.htm,http://www.justice.gov/atr/cases/f11800/11835.htm,9/6/2002,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx358.htm,http://www.justice.gov/atr/cases/f11800/11834.htm,9/6/2002,United States' Explanation of Consent Decree Procedures,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx358.htm,http://www.justice.gov/atr/cases/f11800/11833.htm,9/6/2002,Certificate of Service,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx358.htm,http://www.justice.gov/atr/cases/f11800/11832.htm,9/6/2002,Stipulation And Order,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx358.htm,http://www.justice.gov/atr/cases/f11800/11836.htm,9/6/2002,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/architectural.htm,http://www.justice.gov/atr/cases/f239400/239481.htm,10/28/2008,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/architectural.htm,http://www.justice.gov/atr/cases/f237200/237247.htm,9/10/2008,Indictment,Indictments,antitrust,,
http://www.justice.gov/atr/cases/arctic.htm,http://www.justice.gov/atr/cases/f257800/257839.htm,2/26/2010,Answer of the United States (02/26/2010),Appellate Briefs - DOJ / ATR,antitrust,,
http://www.justice.gov/atr/cases/arctic.htm,http://www.justice.gov/atr/cases/f257800/257841.htm,2/19/2010,Answer of the United States (02/19/2010),Appellate Briefs - DOJ / ATR,antitrust,,
http://www.justice.gov/atr/cases/arctic.htm,http://www.justice.gov/atr/cases/f256900/256967.htm,1/7/2010,Response to Petitioners' Motion for Disclosure of Presentence Investigation Report,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/arctic.htm,http://www.justice.gov/atr/cases/f251200/251299.htm,10/13/2009,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/arctic.htm,http://www.justice.gov/atr/cases/f251200/251297.htm,10/13/2009,Order to Unseal,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/arctic.htm,http://www.justice.gov/atr/cases/f251200/251296.htm,10/13/2009,Motion to Unseal,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/arctic.htm,http://www.justice.gov/atr/cases/f251200/251298.htm,9/10/2009,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/azhha.htm,http://www.justice.gov/atr/cases/f226000/226014.htm,9/12/2007,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/azhha.htm,http://www.justice.gov/atr/cases/f225800/225842.htm,9/7/2007,Memorandum in Support of Motion for Entry of Proposed Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/azhha.htm,http://www.justice.gov/atr/cases/f225800/225837.htm,9/7/2007,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/azhha.htm,http://www.justice.gov/atr/cases/f225800/225841.htm,9/7/2007,Motion for Entry of Proposed Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/azhha.htm,http://www.justice.gov/atr/cases/f225800/225835.htm,9/7/2007,United States' Certificate of Compliance with Tunney Act,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/azhha.htm,http://www.justice.gov/atr/cases/f223400/223479.htm,5/22/2007,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/azhha.htm,http://www.justice.gov/atr/cases/f223400/223474.htm,5/22/2007,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/azhha.htm,http://www.justice.gov/atr/cases/f223400/223478.htm,5/22/2007,Stipulation,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/azhha.htm,http://www.justice.gov/atr/cases/f223400/223480.htm,5/22/2007,Notice of the Applicability of the Antitrust Procedures and Penalties Act to the Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/azhha.htm,http://www.justice.gov/atr/cases/f223400/223477.htm,5/22/2007,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/arkansas.htm,http://www.justice.gov/atr/cases/f259300/259325.htm,6/3/2010,Brief Amicus Curiae of the United States in Support of Rehearing In Banc,Amicus Curiae Briefs,antitrust,,
http://www.justice.gov/atr/cases/indx54a.htm,http://www.justice.gov/atr/cases/f230700/230741.pdf,6/1/2000,Brief for the United States and the Federal Trade Commission as Amici Curiae,Amicus Curiae Briefs,antitrust,,
http://www.justice.gov/atr/cases/indx54.htm,http://www.justice.gov/atr/cases/f1900/1939.htm,8/13/1998,Indictment,Indictments,antitrust,,
http://www.justice.gov/atr/cases/arteva.htm,http://www.justice.gov/atr/cases/f201000/201027.htm,10/31/2002,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/arteva.htm,http://www.justice.gov/atr/cases/f200800/200893.htm,10/31/2002,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/asiana.htm,http://www.justice.gov/atr/cases/f245600/245615.htm,5/5/2009,Plea Agreement,Plea Agreements / Rule 11 Memoranda,antitrust,,
http://www.justice.gov/atr/cases/asiana.htm,http://www.justice.gov/atr/cases/f244600/244692.htm,4/9/2009,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/offami0.htm,http://www.justice.gov/atr/cases/f0700/0776.htm,5/28/1996,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/offami0.htm,http://www.justice.gov/atr/cases/f0700/0775.htm,5/28/1996,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/offami0.htm,http://www.justice.gov/atr/cases/f0700/0774.htm,5/28/1996,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/arta0.htm,http://www.justice.gov/atr/cases/f209100/209156.htm,3/16/1995,Stipulation and Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/arta0.htm,http://www.justice.gov/atr/cases/f209100/209153.htm,10/25/1994,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/arta0.htm,http://www.justice.gov/atr/cases/f202200/202254.htm,10/25/1994,Stipulation,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/arta0.htm,http://www.justice.gov/atr/cases/f0700/0777.htm,10/25/1994,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/arta0.htm,http://www.justice.gov/atr/cases/f209100/209152.htm,10/25/1994,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/indx210.htm,http://www.justice.gov/atr/cases/f3900/3999.htm,1/3/2000,Response of the United States to Emergency Motion of AT&T and Covad for Stay,Stay Requests and Orders,antitrust,,
http://www.justice.gov/atr/cases/indx4468.htm,http://www.justice.gov/atr/cases/f304500/304511.pdf,9/27/2000,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx4468.htm,http://www.justice.gov/atr/cases/f6600/6620.htm,9/20/2000,Certificate of Compliance with Provisions of theAntitrust Procedures and Penalties Act,Certificates of Compliance with APPA,antitrust,,
http://www.justice.gov/atr/cases/indx4468.htm,http://www.justice.gov/atr/cases/f6600/6621.htm,9/20/2000,Motion for Entry of Final Judgment and Supporting Memorandum,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx4468.htm,http://www.justice.gov/atr/cases/f6600/6622.htm,9/20/2000,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx4468.htm,http://www.justice.gov/atr/cases/f4800/4840.htm,5/26/2000,Amended Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/indx4468.htm,http://www.justice.gov/atr/cases/f304500/304505.pdf,5/25/2000,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/indx4468.htm,http://www.justice.gov/atr/cases/f4800/4839.htm,5/26/2000,Notice of Filing Amended Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/indx4468.htm,http://www.justice.gov/atr/cases/f4900/4913.htm,5/25/1999,Stipulated Order,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx4468.htm,http://www.justice.gov/atr/cases/f4800/4842.htm,5/25/2000,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/indx4468.htm,http://www.justice.gov/atr/cases/f4800/4841.htm,5/25/2000,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f11300/11368.htm,5/22/2002,Order Terminating Final Judgment,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f11300/11367.htm,5/22/2002,Motion to Enter Order Terminating Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f10100/10129.htm,2/22/2002,Order Establishing Notice and Public Comment Procedures for Motion to TerminateFinal Judgment,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f10100/10128.htm,2/22/2002,"Notice of the Proposed Termination of the Final Judgment Entered Against AT&TCorporation and Tele-Communications, Inc. on August 23, 1999",Briefs - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f10100/10120.htm,2/21/2002,Stipulation,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f10100/10119.htm,2/21/2002,Motion to Establish Procedures for Termination of Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f10100/10118.htm,2/20/2002,Memorandum in Support of Joint Motion to Terminate the Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f223000/223032.htm,8/24/1999,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f2500/2569.htm,7/15/1996,United States' Certificate of Compliance With the Provisions of theAntitrust Procedures and Penalties Act,Certificates of Compliance with APPA,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f2500/2568.htm,7/15/1999,Motion for Entry of Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f2600/2629.htm,3/26/1999,Comments Relating to Proposed Final Judgment and Response of the United States to Comment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f2100/2142.htm,12/10/1998,Proposed Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f2100/2140.htm,12/10/1998,Stipulation,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f2100/2155.htm,12/30/1998,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/indx99.htm,http://www.justice.gov/atr/cases/f2100/2141.htm,12/10/1998,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/attcentennial.htm,http://www.justice.gov/atr/cases/f271900/271928.pdf,6/1/2011,Plaintiff United States' Notice of Extension of Transition Services Period,Notification Motions and Orders,antitrust,,
http://www.justice.gov/atr/cases/attcentennial.htm,http://www.justice.gov/atr/cases/f255200/255275.pdf,2/10/2010,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/attcentennial.htm,http://www.justice.gov/atr/cases/f251200/251245.htm,10/23/2009,Plaintiff United States's Explanation of Consent Decree Procedures,Explanation of Consent Decree Procedures,antitrust,,
http://www.justice.gov/atr/cases/attcentennial.htm,http://www.justice.gov/atr/cases/f251100/251149.htm,10/21/2009,Preservation of Assets Stipulation and Order,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/attcentennial.htm,http://www.justice.gov/atr/cases/f250900/250919.htm,10/13/2009,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/attcentennial.htm,http://www.justice.gov/atr/cases/f250900/250904.htm,10/13/2009,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/attcentennial.htm,http://www.justice.gov/atr/cases/f250900/250905.htm,10/13/2009,[Proposed] Preservation of Assets Stipulation and Order,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/attcentennial.htm,http://www.justice.gov/atr/cases/f250800/250898.htm,10/13/2009,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f241400/241462.htm,1/14/2009,Order on Petition by Plaintiff United States for an Order to Show Cause Why Defendant AT&T Inc. Should Not Be Found in Civil Contempt,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f241400/241458.htm,1/14/2009,[Proposed] Order on Petition by Plaintiff United States for an Order to Show Cause Why Defendant AT&T Inc. Should Not Be Found in Civil Contempt,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f241400/241459.htm,1/14/2009,Plaintiff United States' Petition for an Order to Show Cause Why Defendant AT&T Inc. Should Not Be Found in Civil Contempt,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f241400/241461.htm,1/14/2009,Stipulation for Entry of Order and Settlement Agreement,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f241400/241456.htm,3/20/2008,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f231300/231364.htm,3/20/2008,Memorandum Opinion,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f231200/231264.htm,3/18/2008,Proof of Publication,Administrative / Regulatory Filings,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f231200/231260.htm,3/18/2008,Plaintiff United States's Motion and Memorandum in Support of Entry of Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f231200/231259.htm,3/18/2008,Certificate of Compliance with Provisions of the Antitrust Procedures and Penalties Act,Administrative / Regulatory Filings,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f231600/231614.htm,3/17/2008,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f230800/230812.htm,3/4/2008,Plaintiff United States's Response to Public Comments,Responses to Public Comments,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f229900/229960.htm,11/2/2007,Preservation of Assets Stipulation and Order,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f227300/227309.htm,10/30/2007,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f227300/227308.htm,10/30/2007,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f227300/227307.htm,10/30/2007,[Proposed] Preservation of Assets Stipulation and Order,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/dobson.htm,http://www.justice.gov/atr/cases/f227300/227306.htm,10/30/2007,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f278500/278501.pdf,12/20/2011,Stipulation of Dismissal,"Dismissal Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f278200/278200.pdf,12/12/2011,Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f278100/278196.pdf,12/12/2011,Joint Motion to Stay,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f278100/278198.pdf,12/12/2011,[Proposed] Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277700/277721.pdf,11/27/2011,Special Master Order No. 5,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277600/277687.pdf,11/23/2011,Plaintiffs' Second Motion Seeking Relief to Facilitate Efficient Trial Preparation,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277600/277691.pdf,11/23/2011,Memorandum in Support of Plaintiffs' Second Motion Seeking Relief to Facilitate Efficient Trial Preparation,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277600/277693.pdf,11/23/2011,[Proposed] Special Master Order No. __,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277500/277551.pdf,11/19/2011,Plaintiffs' Reply on Its Motion Seeking Relief to Facilitate Efficient Trial Preparation,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277400/277473.pdf,11/16/2011,Plaintiffs' Motion Seeking Relief to Facilitate Efficient Trial Preparation,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277400/277476.pdf,11/16/2011,Memorandum in Support of Plaintiffs' Motion Seeking Relief to Facilitate Efficient Trial Preparation,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277400/277478.pdf,11/16/2011,[Proposed] Special Master Order No. _,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277300/277365.pdf,11/14/2011,Plaintiffs' Response to Defendants' Supplemental Filing Regarding Proposed Orders Governing Trial Witnesses,Witness Matters,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277300/277367.pdf,11/13/2011,Special Master Order Number 3,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277300/277369.pdf,11/10/2011,Second Amended Stipulated Protective Order Concerning Confidentiality,"Protective Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277200/277248.pdf,11/9/2011,Plaintiffs' Supplemental Statement Respecting Trial Witnesses,"Scheduling Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277200/277250.pdf,11/9/2011,[Proposed] Order Re: Trial Witnesses,"Scheduling Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277100/277130.pdf,11/8/2011,United States' Unopposed Motion to Enter Second Amended Stipulated Protective Order Concerning Confidentiality,"Protective Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277100/277137.pdf,11/8/2011,[Proposed] Second Amended Stipulated Protective Order Concerning Confidentiality,"Protective Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277100/277139.pdf,11/8/2011,"Exhibit 1 - Proposed Changes to Amended Stipulated Protective Order Concerning Confidentiality Entered on October 4, 2011","Protective Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277000/277050.pdf,11/4/2011,Plaintiffs' Statement Respecting Trial Witnesses,"Scheduling Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f277000/277052.pdf,11/4/2011,[Proposed] Order Re: Trial Witnesses,"Scheduling Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f276200/276272.pdf,10/12/2011,"Plaintiffs' Statement in Support of Sprint's, Cellular South's, and Corr Wireless's Motion to Amend the Protective Order",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f276200/276268.pdf,10/11/2011,Plaintiffs' Memorandum in Opposition to Google's Motion for Additional Relief Under the Protective Order,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f275900/275953.pdf,10/6/2011,United States' Unopposed Motion to Enter Order to Appoint a Special Master,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f275900/275955.pdf,10/5/2011,[Proposed] Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f275800/275863.pdf,10/4/2011,Amended Stipulated Protective Order Concerning Confidentiality,"Protective Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f275700/275760.pdf,9/30/2011,United States' Unopposed Motion to Enter Amended Stipulated Protective Order Concerning Confidentiality,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f275700/275764.pdf,9/30/2011,[Proposed] Amended Stipulated Protective Order Concerning Confidentiality,"Protective Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f275700/275758.pdf,9/30/2011,Notice of Second Amended Complaint,Notification Motions and Orders,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f275700/275756.pdf,9/30/2011,Second Amended Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/atttmobile.htm,http://www.justice.gov/atr/cases/f275300/275365.pdf,9/23/2011,United States' Memorandum in Support of its Proposed Schedule,"Scheduling Motions, Memoranda, and Orders",antitrust,,
