"Index URL



",Document URL,Document date,Document title,Document type,Document Keywords,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0100/0191.htm,8/11/1994,United States' Second Amended Notice of Depositions,Deposition Notices,antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0100/0195.htm,8/9/1994,Opposition to Defendants' Motion to Compel Production of Documents From Plaintiffs.,"Discovery Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0100/0190.htm,8/4/1994,United States' Motion to Compel Answers to Interrogatories,"Interrogatory Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0100/0197.htm,8/4/1994,United States' Renewed Objection To An Expedited Trial On The Merits And Motion For Appropriate Relief,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0100/0187.htm,8/2/1994,United States' Fifth Response to Defendants' First Interrogatries,"Interrogatory Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0100/0182.htm,7/27/1994,United States' Third Request for Admissions/Proposed Stipulations,Requests for Admissions / Stipulations,antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0100/0141.htm,7/22/1994,United States' Second Request for Admissions/Proposed Stipulations,Requests for Admissions / Stipulations,antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0100/0193.htm,7/21/1994,Stipulation Regarding Depositions,"Deposition Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0200/0204.htm,7/19/1994,Stipulation as to Production of Documents Claimed by Defendants to be Privileged,"Privilege Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0100/0186.htm,7/15/1994,United States' Fourth Response to Defendants' First Interrogatires,"Interrogatory Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0100/0189.htm,7/7/1994,United States' Supplement to First Request for Document Production,Discovery Requests / Responses,antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0100/0143.htm,7/5/1994,United States' Second Response to Defendants' First Interrogatories and First Request for Production of Documents,"Interrogatory Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0100/0140.htm,7/1/1994,United States' First Request for Document Production and Second Request for Answers to Interrogatories,"Interrogatory Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0100/0139.htm,6/29/1994,First Request for Answers to Interrogatories,"Interrogatory Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/mercyh0.htm,http://www.justice.gov/atr/cases/f0400/0436.htm,6/10/1994,Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/michig0.htm,http://www.justice.gov/atr/cases/f0900/0921.htm,8/29/1996,Information,Informations,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f254800/254818.htm,1/29/2010,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f254000/254082.htm,1/13/2010,Corrected Notice Motion and Memorandum of the United States in Support of Entry of Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f253900/253950.htm,1/8/2010,Plaintiff's Certificate of Compliance with the Antitrust Procedures and Penalties Act,Certificates of Compliance with APPA,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f253900/253948.htm,1/8/2010,Motion and Memorandum of the United States in Support of Entry of Final Judgment,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f249200/249244.htm,8/20/2009,[Proposed] Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f249200/249243.htm,8/20/2009,Plaintiff's Explanation of Consent Decree Procedures,Explanation of Consent Decree Procedures,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f249200/249241.htm,8/20/2009,Stipulation Regarding Proposed Final Judgment,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f249200/249240.htm,8/20/2009,[Proposed] Order Approving Stipulation Regarding Proposed Final Judgment,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f249200/249239.htm,8/20/2009,Competitive Impact Statement,Competitive Impact Statement,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f248800/248897.htm,8/6/2009,Order Approving Stipulation Modifying Order to Preserve and Maintain Assets,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f248700/248735.htm,8/4/2009,Stipulation Modifying Order to Preserve and Maintain Assets,Stipulations - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f248700/248736.htm,8/4/2009,Order Approving Stipulation Modifying Order to Preserve and Maintain Assets,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f246600/246649.htm,6/1/2009,Scheduling Order Specifying Procedures,"Scheduling Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f246600/246648.htm,6/1/2009,"Order Approving Stipulation Regarding Preservation And Discovery Of Certain Electronically-Stored Information, Draft Documents, And Privileged Materials",Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f246200/246227.htm,5/22/2009,Joint Report On Early Meeting Of Parties,Discovery Requests / Responses,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f246300/246318.htm,5/22/2009,"[Proposed] Order Approving Stipulation Regarding Preservation And Electronic Discovery Of Certain Electronically-Stored Information, Draft Documents, And Privileged Materials",Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f246200/246216.htm,5/22/2009,"Stipulation Regarding Preservation and Discovery of Certain Electronically-Stored Information, Draft Documents, And Privileged Materials",Discovery Requests / Responses,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f243500/243559.htm,3/12/2009,Notice Of Withdrawal Of Plaintiff's Motion For Limited Discovery And Request For In Camera Proceeding And Plaintiff's Ex Parte Memorandum Seeking In Camera Proceedings In Support Of Plaintiff's Motion For Limited Discovery,"Discovery Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f243200/243295.htm,3/4/2009,Memorandum Opinion,Court Opinions,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f243200/243296.htm,3/4/2009,Order,Court Opinions,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f243100/243196.htm,3/3/2009,Notice of Consultation Regarding Plaintiff's Motion For Limited Discovery and Request For In Camera Proceeding,"Discovery Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f243000/243012.htm,2/25/2009,Notice of Hearing,"Discovery Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f243000/243013.htm,2/25/2009,[Proposed] Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f243000/243011.htm,2/25/2009,Plaintiff's Motion For Limited Discovery and Request For In Camera Proceeding,"Discovery Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f242600/242657.htm,2/17/2009,"Surrebuttal Memorandum of United States In Opposition To Defendant Microsemi's Motion To Dismiss For Improper Venue, Motion to Dismiss For Lack Of Personal Jurisdiction, Or, In The Alternative, Motion To Transfer Venue","Dismissal Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f242500/242564.htm,2/12/2009,Notice of Hearing,"Dismissal Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f242500/242565.htm,2/12/2009,[Proposed] Order,"Dismissal Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f242500/242566.htm,2/12/2009,"[Proposed] Surrebuttal Memorandum of United States in Opposition to Defendant Microsemi's Motion to Dismiss For Improper Venue, Motion To Dismiss For Lack Of Personal Jursisdiction, Or, In The Alternative, Motion to Transfer Venue","Dismissal Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f242500/242560.pdf,2/12/2009,Plaintiff's Memorandum In Support of Its Motion For Leave To File A Surrebuttal,"Dismissal Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f242500/242559.htm,2/12/2009,Plaintiff's Motion For Leave To File A Surrebuttal,"Dismissal Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f242200/242206.htm,2/4/2009,[Proposed] Order,"Dismissal Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f242200/242230.htm,2/4/2009,"Plaintiff's Memorandum in Support of Its Motion to File Under Seal Its Memorandum in Opposition to Defendant Microsemi's Motion to Dismiss for Improper Venue, Motion to Dismiss for Lack of Personal Jurisdiction, Or, In the Alternative, Motion to Transfer Venue and Exhibits B, C, D, E, F, G, H, and I Appended Thereto","Dismissal Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f242200/242204.htm,2/4/2009,Notice of Hearing,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f242200/242205.htm,2/4/2009,"Plaintiff's Motion to File Under Seal Its Memorandum in Opposition to Defendant Microsemi's Motion to Dismiss For Improper Venue, Motion to Dismiss for Lack of Personal Jurisdiction, Or, in the Alternative, Motion to Transfer Venue and Exhibits B, C, D, E, F, G, H and I Appended Thereto",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f242200/242203.htm,2/4/2009,Notice of Submission,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241900/241936.htm,1/28/2009,[Proposed] Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241900/241935.htm,1/28/2009,"Plaintiff's Memorandum in Support of its Motion to File Under Seal Its Memorandum In Opposition Of Defendant Microsemi's Motion to Strike, Or, In The Alternative, To Seal, Part of the Memorandum In Support of Plaintiff's Motion For A Temporary Restraining Order And Preliminary Injunction",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241900/241934.htm,1/28/2009,Notice of Hearing,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241900/241933.htm,1/28/2009,"Plaintiff's Motion to File Under Seal its Memorandum in Opposition of Defendant Microsemi's Motion to Strike, Or, in the Alternative, to Seal, Part of the Memorandum in Support of Plaintiff's Motion for a Temporary Restaining Order and Preliminary Injunction",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f242000/242067.htm,1/16/2009,Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241600/241658.pdf,1/9/2009,Notice of Hearing,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241100/241157.htm,1/7/2009,"[Proposed] Order [to Seal Exhibits 1, 2, 4, 6, 8, 9, 12, 13, 14, and 15 to Plaintiffs Emergency Motion for a Temporary Restraining Order and Preliminary Injunction]",Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241100/241154.htm,1/7/2009,Notice,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240800/240897.htm,12/30/2008,[Proposed] Order [to Seal Exhibit 8 to Plaintiffs Emergency Motion for a Temporary Restraining Order and Preliminary Injunction],Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240800/240895.htm,12/30/2008,Plaintiff's Memorandum in Support of Its Motion to Seal Exhibit 8 to Plaintiff's Emergency Motion for a Temporary Restraining Order and Preliminary Injunction,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240800/240896.htm,12/30/2008,Plaintiff's Motion to Seal Exhibit 8 to Plaintiff's Emergency Motion for a Temporary Restraining Order and Preliminary Injunction,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240800/240894.htm,12/30/2008,Notice of Hearing on Motion to Seal Exhibit 8 to Plaintiff's Emergency Motion for a Temporary Restraining Order and Preliminary Injunction,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240700/240775.pdf,12/24/2008,Order to Preserve and Maintain Assets.,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240600/240698.htm,12/22/2008,[Proposed] Order,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240600/240695.htm,12/22/2008,Plaintiff's Memorandum in Support of its Motion to Seal Exhibits to Plaintiff's Emergency Motion for A Temporary Restraining Order and Preliminary Injunction,"Discovery Motions, Memoranda, and Orders",antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240700/240716.htm,12/22/2008,"Plaintiff's Motion to Seal Exhibits 1, 2, 4, 6, 9, 12, 13, 14 and 15 to Plaintiff's Emergency Motion for a Temporary Restraining Order and Preliminary Injunction",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240600/240688.pdf,12/23/2008,Plaintiff's Corrected Emergency Motion for a Temporary Restraining Order and  Preliminary Injunction,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240600/240667.htm,12/22/2008,[Proposed] Temporary Restraining Order,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240900/240934.htm,12/22/2008,"Foundation Declaration of Kevin Quin, Esq. in Support of Plaintiff's Motion for Temporary Restraining Order",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240900/240932.htm,12/22/2008,"TRO Exhibit 3: Declaration of Annie S. Koo, Paralegal, Describing Government Exhibit",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241000/241053.wav,12/23/2008,"TRO Exhibit 3, Attachment A: Building a $2B Company - Microsemi Corp, Audio Presentation (Podcast) Featuring James Peterson, CEO of Microsemi Corporation, May 21, 2006",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241000/241055.pdf,12/23/2008,"TRO Exhibit 3, Attachment B: Building a $2B Company - Microsemi Corp, Podcast Web Page from The Entrepreneurship Institute - President's Forum Presentation Library, Printed 12/15/2008",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240900/240935.pdf,12/22/2008,"TRO Exhibit 3, Attachment C: Transcript of President's Forum Podcast Featuring James Peterson, CEO of Microsemi Corporation Dated May 21, 2006",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/./f241000/241057.pdf,12/23/2008,"TRO Exhibit 5: Microsemi Corp, Form 10-K (Annual Report), Filed 11/21/08 for the Period Ending 09/28/08",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241000/241071.pdf,12/23/2008,"TRO Exhibit 11: Bloomberg Transcript, Acquisition of SEMICOA by Microsemi Call",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241000/241072.pdf,12/23/2008,TRO Exhibit 16: Declaration of Thomas M. Hess,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241000/241074.pdf,12/23/2008,"TRO Exhibit 17: Declaration of Raymond Kolonchuk of the Defense Supply Center Office in Columbus, Ohio",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241000/241075.pdf,12/15/2008,"TRO Exhibit 18: Declaration of David Emily of the United States Navy, Trident II Missle D-5 Life Extension Program",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241000/241076.pdf,12/12/2008,TRO Exhibit 19: Declaration of Captain John Nicholson of the United States Navy Mobile User Objective System Program,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241000/241077.pdf,12/12/2008,TRO Exhibit 20: Declaration of Michael J. Sampson,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241000/241080.pdf,12/16/2008,TRO Exhibit 21: Declaration of David Davis of the United States Air Force,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241000/241081.pdf,12/17/2008,TRO Exhibit 22: Declaration of Gary Bartmann Lockheed Martin Space Systems Company,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241000/241082.pdf,12/16/2008,TRO Exhibit 23: Declaration of Karin Hougen of Boeing Satellite Systems,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f241000/241084.pdf,12/11/2008,"TRO Exhibit 25: Letter from John J. Young, Jr., the Under Secretary of Defense for Acquisition, Technology and Logistics at the U.S. Department of Defense",Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240600/240668.htm,12/22/2008,Memorandum of the United States in Support of Emergency Motion for a Temporary Restraining Order and Preliminary Injunction,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240600/240666.htm,12/22/2008,Plaintiff's Emergency Motion for a Temporary Restraining Order and Preliminary Injunction ,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/microsemi.htm,http://www.justice.gov/atr/cases/f240500/240537.htm,12/18/2008,Verified Complaint,Complaints,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f225600/225658.htm,8/30/2007,Review of the Final Judgments by the United States and New York Group,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f218300/218339.htm,9/7/2006,Modified Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f204400/204468.htm,9/7/2006,Appeal from the United States District Court for the District of Columbia,,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f200400/200457.htm,11/12/2002,Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f274100/274109.pdf,8/18/2011,Joint Motion for a Supplemental Protective Order and Supporting Memorandum of Points and Authorities,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f245100/245110.htm,4/22/2009,Second Modified Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f270200/270210.pdf,4/22/2011,Joint Status Report on Microsoft's Compliance with the Final Judgments ,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f268500/268587.htm,3/17/2011,Joint Status Report on Microsoft's Compliance with the Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f266100/266123.htm,1/14/2011,Joint Status Report on Microsoft's Compliance with the Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f262800/262889.htm,10/4/2010,Joint Status Report on Microsoft's Compliance with the Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f259800/259822.htm,6/16/2010,Joint Status Report on Microsoft's Compliance with the Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f256100/256108.htm,3/5/2010,Joint Status Report on Microsoft's Compliance with the Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f252800/252874.htm,12/8/2009,Joint Status Report on Microsoft's Compliance with the Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f248800/248895.htm,8/7/2009,Joint Status Report on Microsoft's Compliance with the Final Judgements,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f248000/248083.htm,7/17/2009,Joint Notice Regarding the Next Joint Status Conference,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f246500/246565.htm,6/2/2009,Plaintiff United States' Notice of Change of Address,Notification Motions and Orders,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f245700/245718.htm,5/8/2009,Joint Notice Regarding the Next Joint Status Conference,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f244900/244920.htm,4/16/2009,Joint Status Report on Microsoft's Compliance with the Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f244900/244921.pdf,4/16/2009,Joint Motion to Modify Final Judgment and Supporting Memorandum of Points and Authorities,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f244900/244924.pdf,4/16/2009,"[Proposed, Redlined] Second Modified Final Judgment",Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f244900/244925.pdf,4/16/2009,[Proposed] Second Modified Final Judgment,Final Judgments + Proposed Final Judgments,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f241600/241677.htm,1/21/2009,Joint Status Report on Microsoft's Compliance with the Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f237300/237354.htm,9/18/2008,Joint Status Report on Microsoft's Compliance with the Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f234100/234119.htm,6/17/2008,Joint Status Report on Microsoft's Compliance with the Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f230600/230647.htm,2/29/2008,Joint Status Report on Microsoft's Compliance with the Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f227500/227587.htm,11/9/2007,Proposed Order,Orders - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f227500/227585.htm,11/9/2007,Brief of the United States as Amicus Curiae in Opposition to the Motions to Extend the States' Final Judgments,Amicus Curiae Briefs,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f227500/227583.htm,11/9/2007,Memorandum of Points and Authorities in Support of Motion of the United States for Leave to Participate as Amicus Curiae,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f227500/227581.htm,11/9/2007,Motion of the United States for Leave to Participate as Amicus Curiae,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f227000/227010.htm,10/19/2007,Report Stating the Position of the United States on the Recently-Filed Motions to Extend the States' Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f225600/225691.htm,8/31/2007,Joint Status Report on Microsoft's Compliance with the Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
http://www.justice.gov/atr/cases/ms_index.htm,http://www.justice.gov/atr/cases/f224000/224029.htm,6/19/2007,Joint Status Report on Microsoft's Compliance with the Final Judgments,Motions and Memoranda - Miscellaneous,antitrust,,
